candidate_id,pattern_name,description,params,hold_days,split_count,train_sharpe,train_cagr,train_mdd,oos_sharpe,oos_cagr,oos_mdd,oos_avg_return,oos_hit_rate,oos_turnover,oos_num_trades,oos_consistency,train_range,test_range,market_filter_status,oos_short_avg_return,oos_long_avg_return,oos_short_hit_rate,oos_long_hit_rate,oos_short_long_return_gap,oos_short_long_hit_gap,oos_split_avg_return_std,oos_split_hit_rate_std,oos_patience_run,oos_patience_run_ratio,oos_ewma_return,oos_split_mdd,score
"bb_width_breakout|band_k=2.0,lookback=20,width_q=0.2|hold=10",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 2.0, ""lookback"": 20, ""width_q"": 0.2}",10,2,0.035358889246440095,-0.4084464831476169,-0.9999555003924817,-0.9734188059737685,-0.8193069873920933,-0.9906045654783542,-0.0008358653926751264,0.4291230064366597,0.00555695577086139,2181.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0008358653926751264,-0.0008358653926751264,0.4291230064366597,0.4291230064366597,0.0,0.0,0.00033456335874900095,0.014534469336610083,2,1.0,-0.0009147227325777818,-0.0010724374123830538,-1.1698117339496563
"donchian_volume_breakout|lookback=20,volume_mult=1.1,volume_window=20|hold=10",donchian_volume_breakout,Donchian breakout with volume confirmation,"{""lookback"": 20, ""volume_mult"": 1.1, ""volume_window"": 20}",10,2,0.9282469254666493,0.7246009484889835,-0.9987374643374262,-0.8770327632810311,-0.6147015599337545,-0.9688007476136189,-0.002637282093954704,0.42753813183356726,0.029755287046735496,11676.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.002637282093954704,-0.002637282093954704,0.42753813183356726,0.42753813183356726,0.0,0.0,0.0020290702699564205,0.0020818737897157634,2,1.0,-0.0021590256448246366,-0.0012025127465644658,-1.200350193165724
"bb_width_breakout|band_k=2.0,lookback=40,width_q=0.25|hold=10",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 2.0, ""lookback"": 40, ""width_q"": 0.25}",10,2,-0.9601698024122465,-0.7512749496275357,-0.99999961632257,-0.5217972526463692,-0.38296869956946633,-0.9201105211140903,-0.006483425589159764,0.4016093493476195,0.008676321138211384,3405.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.006483425589159764,-0.006483425589159764,0.4016093493476195,0.4016093493476195,0.0,0.0,0.007836007047119743,0.024186314640343484,2,1.0,-0.0046364610156784496,-0.0009425318687158457,-1.2047132132716136
"bb_width_breakout|band_k=2.0,lookback=40,width_q=0.2|hold=10",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 2.0, ""lookback"": 40, ""width_q"": 0.2}",10,2,-0.49947630582582697,-0.663845133883672,-0.9999988218747126,-0.5508362889245224,-0.47497163840241696,-0.9280076513556832,-0.0065032932137732685,0.4003993479478086,0.006981886565414735,2740.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0065032932137732685,-0.0065032932137732685,0.4003993479478086,0.4003993479478086,0.0,0.0,0.007879351923771993,0.027171238167434136,2,1.0,-0.0046461121548884545,-0.0009317500371188725,-1.2238871195360588
"donchian_volume_breakout|lookback=40,volume_mult=1.4,volume_window=20|hold=10",donchian_volume_breakout,Donchian breakout with volume confirmation,"{""lookback"": 40, ""volume_mult"": 1.4, ""volume_window"": 20}",10,2,1.0247474229647335,1.032421274131389,-0.997870913812251,-0.804918280337241,-0.5748973668480869,-0.9657278251214969,-0.0038483925113065713,0.4160017973961888,0.01642175108484214,6443.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0038483925113065713,-0.0038483925113065713,0.4160017973961888,0.4160017973961888,0.0,0.0,0.004963880023305767,0.011398765292859731,2,1.0,-0.0026783947694812567,-0.00033839928583057066,-1.2377115111511774
"donchian_volume_breakout|lookback=20,volume_mult=1.2,volume_window=20|hold=10",donchian_volume_breakout,Donchian breakout with volume confirmation,"{""lookback"": 20, ""volume_mult"": 1.2, ""volume_window"": 20}",10,2,0.956519907103678,0.7802824077342445,-0.9984709673920882,-0.9388470029304672,-0.6345117552527634,-0.9710063843970993,-0.0030660632495815646,0.4250910168064657,0.02829659521671904,11103.5,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0030660632495815646,-0.0030660632495815646,0.4250910168064657,0.4250910168064657,0.0,0.0,0.0023628603509302484,0.00041227358457867415,2,1.0,-0.002509131723868363,-0.001395268672441996,-1.2553885812035968
"ma_pullback|fast=10,pullback_pct=-0.03,slow=120|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 10, ""pullback_pct"": -0.03, ""slow"": 120}",5,2,-0.36260822329704845,-0.2737635365047486,-0.9954571852185435,-1.222291189309809,-0.46083998882606125,-0.87189891900375,-0.00122754838004409,0.44308257694284575,0.10855461151429,42586.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.00122754838004409,-0.00122754838004409,0.44308257694284575,0.44308257694284575,0.0,0.0,0.0016632162383046318,0.004720421114493375,2,1.0,-0.0008355245531491613,-5.1476899359248485e-05,-1.3059689814561426
"bb_width_breakout|band_k=2.0,lookback=40,width_q=0.2|hold=5",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 2.0, ""lookback"": 40, ""width_q"": 0.2}",5,2,-1.3279314247692022,-0.7070345617627829,-0.99998591008023,-0.9066696839948669,-0.5585197055954512,-0.8887342540365546,-0.005078651264249263,0.39803973418461136,0.0070810342785176325,2779.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.005078651264249263,-0.005078651264249263,0.39803973418461136,0.39803973418461136,0.0,0.0,0.003954858964822143,0.021742738521686233,2,1.0,-0.004146482066695214,-0.002282143671587078,-1.3135465299245075
"donchian_volume_breakout|lookback=40,volume_mult=1.2,volume_window=20|hold=10",donchian_volume_breakout,Donchian breakout with volume confirmation,"{""lookback"": 40, ""volume_mult"": 1.2, ""volume_window"": 20}",10,2,0.8266477124970408,0.6532701661692891,-0.99909218493899,-0.9493638286317412,-0.5599349702351144,-0.9622343592068399,-0.0038364847129685117,0.4202137976609569,0.018156103483964292,7123.5,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0038364847129685117,-0.0038364847129685117,0.4202137976609569,0.4202137976609569,0.0,0.0,0.005094835279461439,0.012691470705197895,2,1.0,-0.002635620521256631,-0.00023389213783286955,-1.3171164368625226
"bb_width_breakout|band_k=1.8,lookback=20,width_q=0.2|hold=10",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 1.8, ""lookback"": 20, ""width_q"": 0.2}",10,2,0.13231340754148804,-0.2787293355702236,-0.9999668705207749,-1.291056090014036,-0.8444879802948035,-0.9920512088588527,-0.0008788962252101034,0.4377510518972302,0.008754489001945235,3436.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0008788962252101034,-0.0008788962252101034,0.4377510518972302,0.4377510518972302,0.0,0.0,0.0008503393126795002,0.019009868139778553,2,1.0,-0.0010793231233118307,-0.001480176919515297,-1.3517528938576322
"bb_width_breakout|band_k=1.8,lookback=20,width_q=0.25|hold=10",bb_width_breakout,Volatility contraction breakout,"{""band_k"": 1.8, ""lookback"": 20, ""width_q"": 0.25}",10,2,0.03310342822228951,-0.31451148731008605,-0.9999806667153206,-1.324039632775667,-0.8013275944168388,-0.9815556504640544,-0.0009761387325330416,0.43545965133560294,0.011004024514938402,4319.0,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0009761387325330416,-0.0009761387325330416,0.43545965133560294,0.43545965133560294,0.0,0.0,2.563255270481056e-05,0.01732010532153103,2,1.0,-0.0009821803831452727,-0.0009942636843697228,-1.3629125854710002
"ma_pullback|fast=20,pullback_pct=-0.05,slow=120|hold=5",ma_pullback,Trend pullback continuation,"{""fast"": 20, ""pullback_pct"": -0.05, ""slow"": 120}",5,2,-0.7510212741273783,-0.4073523490558863,-0.9978197165146039,-1.2777332416531468,-0.5022906758105337,-0.8697808241611424,-0.0021119972080010153,0.4426518563364969,0.08932084362062945,35039.5,0.0,2014-01-04..2022-01-03,2023-01-04..2025-01-03,disabled,-0.0021119972080010153,-0.0021119972080010153,0.4426518563364969,0.4426518563364969,0.0,0.0,0.0018397414695241361,0.007915249292833635,2,1.0,-0.0016783659850908086,-0.0008111035392703858,-1.3730757919647982
